date,CUSR0000SA0,CUSR0000SACE,CUSR0000SACL1E,CUSR0000SAF,CUSR0000SASLE,CUSR0000SEHF
1947-01-01,21.48,,,,,18.3
1947-02-01,21.62,,,,,18.3
1947-03-01,22.0,,,,,18.3
1947-04-01,22.0,,,,,18.3
1947-05-01,21.95,,,,,18.3
1947-06-01,22.08,,,,,18.2
1947-07-01,22.23,,,,,18.2
1947-08-01,22.4,,,,,18.3
1947-09-01,22.84,,,,,18.3
1947-10-01,22.91,,,,,18.3
1947-11-01,23.06,,,,,18.3
1947-12-01,23.41,,,,,18.4
1948-01-01,23.68,,,,,18.5
1948-02-01,23.67,,,,,18.5
1948-03-01,23.5,,,,,18.6
1948-04-01,23.82,,,,,18.6
1948-05-01,24.01,,,,,18.6
1948-06-01,24.15,,,,,18.7
1948-07-01,24.4,,,,,18.7
1948-08-01,24.43,,,,,18.8
1948-09-01,24.36,,,,,18.8
1948-10-01,24.31,,,,,18.9
1948-11-01,24.16,,,,,18.9
1948-12-01,24.05,,,,,18.9
1949-01-01,24.01,,,,,19.0
1949-02-01,23.91,,,,,19.1
1949-03-01,23.91,,,,,19.1
1949-04-01,23.92,,,,,19.2
1949-05-01,23.91,,,,,19.2
1949-06-01,23.92,,,,,19.2
1949-07-01,23.7,,,,,19.3
1949-08-01,23.7,,,,,19.3
1949-09-01,23.75,,,,,19.3
1949-10-01,23.67,,,,,19.3
1949-11-01,23.7,,,,,19.3
1949-12-01,23.61,,,,,19.3
1950-01-01,23.51,,,,,19.2
1950-02-01,23.61,,,,,19.2
1950-03-01,23.64,,,,,19.2
1950-04-01,23.65,,,,,19.2
1950-05-01,23.77,,,,,19.2
1950-06-01,23.88,,,,,19.2
1950-07-01,24.07,,,,,19.3
1950-08-01,24.2,,,,,19.2
1950-09-01,24.34,,,,,19.3
1950-10-01,24.5,,,,,19.2
1950-11-01,24.6,,,,,19.2
1950-12-01,24.98,,,,,19.2
1951-01-01,25.38,,,,,19.3
1951-02-01,25.83,,,,,19.3
1951-03-01,25.88,,,,,19.3
1951-04-01,25.92,,,,,19.2
1951-05-01,25.99,,,,,19.3
1951-06-01,25.93,,,,,19.3
1951-07-01,25.91,,,,,19.3
1951-08-01,25.86,,,,,19.3
1951-09-01,26.03,,,,,19.3
1951-10-01,26.16,,,,,19.3
1951-11-01,26.32,,,,,19.3
1951-12-01,26.47,,,,,19.4
1952-01-01,26.45,,,,,19.4
1952-02-01,26.41,,,,,19.4
1952-03-01,26.39,,,,,19.4
1952-04-01,26.46,,,,,19.4
1952-05-01,26.47,,,,,19.5
1952-06-01,26.53,,,,,19.5
1952-07-01,26.68,,,,,19.5
1952-08-01,26.69,,,,,19.6
1952-09-01,26.63,,,,,19.6
1952-10-01,26.69,,,,,19.7
1952-11-01,26.69,,,,,19.7
1952-12-01,26.71,,,,,19.8
1953-01-01,26.64,,,,,19.8
1953-02-01,26.59,,,,,19.8
1953-03-01,26.63,,,,,19.9
1953-04-01,26.69,,,,,19.9
1953-05-01,26.7,,,,,19.9
1953-06-01,26.77,,,,,19.9
1953-07-01,26.79,,,,,19.9
1953-08-01,26.85,,,,,20.0
1953-09-01,26.89,,,,,20.0
1953-10-01,26.95,,,,,20.0
1953-11-01,26.85,,,,,20.1
1953-12-01,26.87,,,,,20.0
1954-01-01,26.94,,,,,20.0
1954-02-01,26.99,,,,,20.1
1954-03-01,26.93,,,,,20.1
1954-04-01,26.86,,,,,20.1
1954-05-01,26.93,,,,,20.1
1954-06-01,26.94,,,,,20.2
1954-07-01,26.86,,,,,20.2
1954-08-01,26.85,,,,,20.2
1954-09-01,26.81,,,,,20.2
1954-10-01,26.72,,,,,20.3
1954-11-01,26.78,,,,,20.3
1954-12-01,26.77,,,,,20.4
1955-01-01,26.77,,,,,20.4
1955-02-01,26.82,,,,,20.5
1955-03-01,26.79,,,,,20.6
1955-04-01,26.79,,,,,20.6
1955-05-01,26.77,,,,,20.7
1955-06-01,26.71,,,,,20.7
1955-07-01,26.76,,,,,20.8
1955-08-01,26.72,,,,,20.7
1955-09-01,26.85,,,,,20.8
1955-10-01,26.82,,,,,20.8
1955-11-01,26.88,,,,,20.8
1955-12-01,26.87,,,,,20.8
1956-01-01,26.83,,,,,20.9
1956-02-01,26.86,,,,,20.8
1956-03-01,26.89,,,,,20.9
1956-04-01,26.93,,,,,20.9
1956-05-01,27.03,,,,,20.9
1956-06-01,27.15,,,,,20.9
1956-07-01,27.29,,,,,20.9
1956-08-01,27.31,,,,,21.0
1956-09-01,27.35,,,,,21.0
1956-10-01,27.51,,,,,20.9
1956-11-01,27.51,,,,,20.9
1956-12-01,27.63,,,,,21.0
1957-01-01,27.67,,,,,21.0
1957-02-01,27.8,,,,,21.0
1957-03-01,27.86,,,,,21.0
1957-04-01,27.93,,,,,21.0
1957-05-01,28.0,,,,,21.0
1957-06-01,28.11,,,,,21.0
1957-07-01,28.19,,,,,21.1
1957-08-01,28.28,,,,,21.2
1957-09-01,28.32,,,,,21.2
1957-10-01,28.32,,,,,21.3
1957-11-01,28.41,,,,,21.4
1957-12-01,28.47,,,,,21.4
1958-01-01,28.64,,,,,21.6
1958-02-01,28.7,,,,,21.6
1958-03-01,28.87,,,,,21.7
1958-04-01,28.94,,,,,21.7
1958-05-01,28.94,,,,,21.8
1958-06-01,28.91,,,,,21.9
1958-07-01,28.89,,,,,21.9
1958-08-01,28.94,,,,,22.0
1958-09-01,28.91,,,,,22.0
1958-10-01,28.91,,,,,22.1
1958-11-01,28.95,,,,,22.1
1958-12-01,28.97,,,,,22.1
1959-01-01,29.01,,,,,22.1
1959-02-01,29.0,,,,,22.1
1959-03-01,28.97,,,,,22.2
1959-04-01,28.98,,,,,22.2
1959-05-01,29.04,,,,,22.2
1959-06-01,29.11,,,,,22.3
1959-07-01,29.15,,,,,22.4
1959-08-01,29.18,,,,,22.5
1959-09-01,29.25,,,,,22.7
1959-10-01,29.35,,,,,22.7
1959-11-01,29.35,,,,,22.8
1959-12-01,29.41,,,,,23.0
1960-01-01,29.37,,,,,23.0
1960-02-01,29.41,,,,,23.2
1960-03-01,29.41,,,,,23.2
1960-04-01,29.54,,,,,23.3
1960-05-01,29.57,,,,,23.3
1960-06-01,29.61,,,,,23.3
1960-07-01,29.55,,,,,23.4
1960-08-01,29.61,,,,,23.4
1960-09-01,29.61,,,,,23.5
1960-10-01,29.75,,,,,23.5
1960-11-01,29.78,,,,,23.5
1960-12-01,29.81,,,,,23.5
1961-01-01,29.84,,,,,23.5
1961-02-01,29.84,,,,,23.5
1961-03-01,29.84,,,,,23.5
1961-04-01,29.81,,,,,23.6
1961-05-01,29.84,,,,,23.6
1961-06-01,29.84,,,,,23.6
1961-07-01,29.92,,,,,23.5
1961-08-01,29.94,,,,,23.5
1961-09-01,29.98,,,,,23.5
1961-10-01,29.98,,,,,23.5
1961-11-01,29.98,,,,,23.5
1961-12-01,30.01,,,,,23.5
1962-01-01,30.04,,,,,23.5
1962-02-01,30.11,,,,,23.5
1962-03-01,30.17,,,,,23.5
1962-04-01,30.21,,,,,23.5
1962-05-01,30.24,,,,,23.5
1962-06-01,30.21,,,,,23.5
1962-07-01,30.22,,,,,23.6
1962-08-01,30.28,,,,,23.6
1962-09-01,30.42,,,,,23.5
1962-10-01,30.38,,,,,23.5
1962-11-01,30.38,,,,,23.6
1962-12-01,30.38,,,,,23.5
1963-01-01,30.44,,,,,23.6
1963-02-01,30.48,,,,,23.5
1963-03-01,30.51,,,,,23.5
1963-04-01,30.48,,,,,23.5
1963-05-01,30.51,,,,,23.5
1963-06-01,30.61,,,,,23.6
1963-07-01,30.69,,,,,23.6
1963-08-01,30.75,,,,,23.2
1963-09-01,30.72,,,,,23.5
1963-10-01,30.75,,,,,23.6
1963-11-01,30.78,,,,,23.5
1963-12-01,30.88,,,,,23.6
1964-01-01,30.94,,,,,23.5
1964-02-01,30.91,,,,,23.1
1964-03-01,30.94,,,,,23.4
1964-04-01,30.95,,,,,23.5
1964-05-01,30.98,,,,,23.6
1964-06-01,31.01,,,,,23.6
1964-07-01,31.02,,,,,23.5
1964-08-01,31.05,,,,,23.6
1964-09-01,31.08,,,,,23.6
1964-10-01,31.12,,,,,23.6
1964-11-01,31.21,,,,,23.6
1964-12-01,31.25,,,,,23.6
1965-01-01,31.28,,,,,23.5
1965-02-01,31.28,,,,,23.5
1965-03-01,31.31,,,,,23.5
1965-04-01,31.38,,,,,23.5
1965-05-01,31.48,,,,,23.5
1965-06-01,31.61,,,,,23.5
1965-07-01,31.58,,,,,23.3
1965-08-01,31.55,,,,,23.5
1965-09-01,31.62,,,,,23.5
1965-10-01,31.65,,,,,23.5
1965-11-01,31.75,,,,,23.5
1965-12-01,31.85,,,,,23.5
1966-01-01,31.88,,,,,23.5
1966-02-01,32.08,,,,,23.6
1966-03-01,32.18,,,,,23.6
1966-04-01,32.28,,,,,23.6
1966-05-01,32.35,,,,,23.6
1966-06-01,32.38,,,,,23.6
1966-07-01,32.45,,,,,23.6
1966-08-01,32.65,,,,,23.6
1966-09-01,32.75,,,,,23.6
1966-10-01,32.85,,,,,23.6
1966-11-01,32.88,,,,,23.6
1966-12-01,32.92,,,,,23.5
1967-01-01,32.9,,,34.8,,23.6
1967-02-01,33.0,,,34.7,,23.6
1967-03-01,33.0,,,34.7,,23.6
1967-04-01,33.1,,,34.6,,23.5
1967-05-01,33.1,,,34.6,,23.6
1967-06-01,33.3,,,34.9,,23.6
1967-07-01,33.4,,,35.0,,23.7
1967-08-01,33.5,,,35.2,,23.7
1967-09-01,33.6,,,35.2,,23.8
1967-10-01,33.7,,,35.3,,23.9
1967-11-01,33.9,,,35.4,,23.8
1967-12-01,34.0,,,35.5,,23.7
1968-01-01,34.1,,,35.5,,23.7
1968-02-01,34.2,,,35.7,,23.8
1968-03-01,34.3,,,35.8,,23.8
1968-04-01,34.4,,,36.0,,23.8
1968-05-01,34.5,,,36.1,,23.8
1968-06-01,34.7,,,36.1,,23.9
1968-07-01,34.9,,,36.2,,24.0
1968-08-01,35.0,,,36.3,,24.0
1968-09-01,35.1,,,36.5,,23.9
1968-10-01,35.3,,,36.8,,23.9
1968-11-01,35.4,,,36.8,,24.0
1968-12-01,35.6,,,37.0,,24.0
1969-01-01,35.7,,,37.0,,24.0
1969-02-01,35.8,,,37.0,,24.0
1969-03-01,36.1,,,37.1,,24.0
1969-04-01,36.3,,,37.4,,24.1
1969-05-01,36.4,,,37.6,,24.2
1969-06-01,36.6,,,38.0,,24.3
1969-07-01,36.8,,,38.2,,24.3
1969-08-01,36.9,,,38.4,,24.4
1969-09-01,37.1,,,38.6,,24.5
1969-10-01,37.3,,,38.7,,24.6
1969-11-01,37.5,,,39.1,,24.7
1969-12-01,37.7,,,39.5,,24.8
1970-01-01,37.9,,,39.6,,24.8
1970-02-01,38.1,,,39.8,,24.9
1970-03-01,38.3,,,39.8,,25.0
1970-04-01,38.5,,,39.9,,25.1
1970-05-01,38.6,,,40.1,,25.2
1970-06-01,38.8,,,40.1,,25.2
1970-07-01,38.9,,,40.2,,25.3
1970-08-01,39.0,,,40.2,,25.5
1970-09-01,39.2,,,40.4,,25.6
1970-10-01,39.4,,,40.5,,25.9
1970-11-01,39.6,,,40.4,,26.0
1970-12-01,39.8,,,40.5,,26.2
1971-01-01,39.9,,,40.5,,26.3
1971-02-01,39.9,,,40.5,,26.6
1971-03-01,40.0,,,40.9,,26.7
1971-04-01,40.1,,,41.1,,26.8
1971-05-01,40.3,,,41.3,,26.9
1971-06-01,40.5,,,41.5,,27.1
1971-07-01,40.6,,,41.6,,27.3
1971-08-01,40.7,,,41.6,,27.5
1971-09-01,40.8,,,41.6,,27.5
1971-10-01,40.9,,,41.7,,27.6
1971-11-01,41.0,,,41.9,,27.6
1971-12-01,41.1,,,42.3,,27.9
1972-01-01,41.2,,,42.2,,28.1
1972-02-01,41.4,,,42.6,,28.1
1972-03-01,41.4,,,42.6,,28.1
1972-04-01,41.5,,,42.6,,28.2
1972-05-01,41.6,,,42.7,,28.4
1972-06-01,41.7,,,42.8,,28.5
1972-07-01,41.8,,,43.1,,28.6
1972-08-01,41.9,,,43.1,,28.7
1972-09-01,42.1,,,43.5,,28.7
1972-10-01,42.2,,,43.7,,28.9
1972-11-01,42.4,,,43.9,,29.0
1972-12-01,42.5,,,44.1,,29.0
1973-01-01,42.7,,,44.8,,29.3
1973-02-01,43.0,,,45.5,,29.3
1973-03-01,43.4,,,46.5,,29.3
1973-04-01,43.7,,,47.2,,29.5
1973-05-01,43.9,,,47.8,,29.6
1973-06-01,44.2,,,48.3,,29.7
1973-07-01,44.2,,,48.4,,29.8
1973-08-01,45.0,,,50.9,,30.0
1973-09-01,45.2,,,50.9,,30.1
1973-10-01,45.6,,,51.2,,30.4
1973-11-01,45.9,,,51.8,,30.8
1973-12-01,46.3,,,52.3,,31.0
1974-01-01,46.8,,,52.9,,31.7
1974-02-01,47.3,,,54.0,,32.3
1974-03-01,47.8,,,54.5,,32.8
1974-04-01,48.1,,,54.4,,33.4
1974-05-01,48.6,,,54.8,,33.9
1974-06-01,49.0,,,54.9,,34.2
1974-07-01,49.3,,,54.8,,34.6
1974-08-01,49.9,,,55.5,,35.3
1974-09-01,50.6,,,56.6,,35.7
1974-10-01,51.0,,,57.2,,36.1
1974-11-01,51.5,,,57.9,,36.6
1974-12-01,51.9,,,58.6,,37.1
1975-01-01,52.3,,,58.8,,38.1
1975-02-01,52.6,,,59.0,,38.6
1975-03-01,52.8,,,58.9,,38.7
1975-04-01,53.0,,,58.8,,39.3
1975-05-01,53.1,,,59.0,,39.5
1975-06-01,53.5,,,59.6,,39.9
1975-07-01,54.0,,,60.6,,40.1
1975-08-01,54.2,,,60.7,,40.4
1975-09-01,54.6,,,61.0,,41.1
1975-10-01,54.9,,,61.6,,41.3
1975-11-01,55.3,,,62.0,,42.1
1975-12-01,55.6,,,62.3,,42.6
1976-01-01,55.8,,,62.2,,42.9
1976-02-01,55.9,,,61.6,,43.5
1976-03-01,56.0,,,61.3,,43.6
1976-04-01,56.1,,,61.3,,43.8
1976-05-01,56.4,,,61.6,,43.9
1976-06-01,56.7,,,61.7,,43.9
1976-07-01,57.0,,,62.0,,44.3
1976-08-01,57.3,,,62.2,,44.7
1976-09-01,57.6,,,62.5,,45.2
1976-10-01,57.9,,,62.8,,45.7
1976-11-01,58.1,,,62.8,,46.9
1976-12-01,58.4,,,62.9,,48.1
1977-01-01,58.7,,,63.1,,49.2
1977-02-01,59.3,,,64.2,,49.3
1977-03-01,59.6,,,64.5,,49.9
1977-04-01,60.0,,,65.2,,50.0
1977-05-01,60.2,,,65.5,,49.7
1977-06-01,60.5,,,65.9,,49.6
1977-07-01,60.8,,,66.1,,50.2
1977-08-01,61.1,,,66.4,,50.7
1977-09-01,61.3,,,66.6,,51.0
1977-10-01,61.6,,,66.8,,51.2
1977-11-01,62.0,,,67.4,,52.7
1977-12-01,62.3,,,67.5,,52.6
1978-01-01,62.7,,,68.1,,52.4
1978-02-01,63.0,,,68.8,,53.1
1978-03-01,63.4,,,69.6,,53.7
1978-04-01,63.9,,,70.7,,54.3
1978-05-01,64.5,,,71.7,,54.9
1978-06-01,65.0,,,72.8,,54.9
1978-07-01,65.5,,,73.1,,55.0
1978-08-01,65.9,,,73.4,,55.1
1978-09-01,66.5,,,73.7,,55.4
1978-10-01,67.1,,,74.3,,56.1
1978-11-01,67.5,,,74.8,,56.1
1978-12-01,67.9,,,75.2,,56.5
1979-01-01,68.5,,,76.5,,57.3
1979-02-01,69.2,,,77.7,,57.8
1979-03-01,69.9,,,78.4,,58.2
1979-04-01,70.6,,,78.9,,58.5
1979-05-01,71.4,,,79.7,,59.0
1979-06-01,72.2,,,80.0,,60.0
1979-07-01,73.0,,,80.4,,60.9
1979-08-01,73.7,,,80.3,,61.8
1979-09-01,74.4,,,80.9,,62.5
1979-10-01,75.2,,,81.5,,63.6
1979-11-01,76.0,,,82.1,,64.0
1979-12-01,76.9,,,82.8,,65.0
1980-01-01,78.0,,,83.3,,65.5
1980-02-01,79.0,,,83.4,,66.9
1980-03-01,80.1,,,84.1,,67.8
1980-04-01,80.9,,,84.6,,68.8
1980-05-01,81.7,,,85.2,,70.1
1980-06-01,82.5,,,85.7,,71.3
1980-07-01,82.6,,,86.5,,72.3
1980-08-01,83.2,,,87.9,,73.0
1980-09-01,83.9,,,88.9,,73.5
1980-10-01,84.7,,,89.6,,73.9
1980-11-01,85.6,,,90.6,,74.5
1980-12-01,86.4,,,91.2,,75.4
1981-01-01,87.2,,,91.5,,76.3
1981-02-01,88.0,,,92.0,,77.5
1981-03-01,88.6,,,92.5,,78.1
1981-04-01,89.1,,,92.6,,79.2
1981-05-01,89.7,,,92.7,,79.9
1981-06-01,90.5,,,93.1,,80.9
1981-07-01,91.5,,,93.8,,82.1
1981-08-01,92.2,,,94.3,,83.1
1981-09-01,93.1,,,94.7,,84.0
1981-10-01,93.4,,,94.8,,84.1
1981-11-01,93.8,,,95.0,,85.8
1981-12-01,94.1,,,95.2,,86.4
1982-01-01,94.4,,,95.5,,88.1
1982-02-01,94.7,,,96.2,,88.5
1982-03-01,94.7,,,96.1,,90.0
1982-04-01,95.0,,,96.3,,90.6
1982-05-01,95.9,,,97.1,,91.7
1982-06-01,97.0,,,98.0,,92.1
1982-07-01,97.5,,,98.1,,92.4
1982-08-01,97.7,,,97.9,,92.9
1982-09-01,97.7,,,98.0,,94.1
1982-10-01,98.1,,,98.1,,96.5
1982-11-01,98.0,,,98.2,,97.6
1982-12-01,97.7,,,98.1,,98.6
1983-01-01,97.9,,,98.0,,99.1
1983-02-01,98.0,,,98.2,,99.5
1983-03-01,98.1,,,98.8,,100.1
1983-04-01,98.8,,,99.2,,100.9
1983-05-01,99.2,,,99.5,,101.0
1983-06-01,99.4,,,99.6,,100.7
1983-07-01,99.8,,,99.6,,101.2
1983-08-01,100.1,,,99.6,,100.7
1983-09-01,100.4,,,100.0,,101.1
